Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,
SID20133618,Sem_2,73,63,74,70,100,43,40,,,,,,
SID20133625,Sem_2,81,42,43,99,77,98,100,,,,,,
SID20133626,Sem_2,60,61,61,56,75,89,87,,,,,,
SID20133628,Sem_2,47,64,80,59,98,56,85,,,,,,
SID20133658,Sem_2,87,78,49,63,73,55,98,,,,,,
SID20133680,Sem_2,56,40,99,55,50,51,72,,,,,,
SID20133690,Sem_2,58,41,79,75,89,42,98,,,,,,
SID20133719,Sem_2,51,46,44,,93,92,43,,,,,,
SID20133729,Sem_2,85,51,83,77,61,62,43,,,,,,
SID20133731,Sem_2,81,50,66,94,51,75,95,,,,,,
SID20133750,Sem_2,76,56,98,48,67,65,90,,,,,,
SID20133751,Sem_2,53,86,78,88,63,92,90,,,,,,
SID20133756,Sem_2,96,,70,98,40,96,77,,,,,,
SID20133758,Sem_2,44,40,93,89,40,51,58,,,,,,
SID20133797,Sem_2,82,92,52,49,85,40,45,,,,,,
SID20133807,Sem_2,44,73,82,49,76,57,64,,,,,,
SID20133809,Sem_2,49,79,46,87,40,74,61,,,,,,
SID20133812,Sem_2,59,48,87,58,69,57,92,,,,,,
SID20133819,Sem_2,87,46,84,78,92,54,95,,,,,,
SID20133822,Sem_2,45,50,61,91,50,82,94,,,,,,
SID20133823,Sem_2,52,40,28,63,91,63,70,,,,,,
SID20133843,Sem_2,,74,49,,65,71,74,,,,,,
SID20133848,Sem_2,,48,43,75,76,72,69,,,,,,
SID20133854,Sem_2,100,88,58,75,48,66,48,,,,,,
SID20133872,Sem_2,78,91,66,99,84,72,81,,,,,,
SID20133911,Sem_2,94,83,46,81,96,76,98,,,,,,
SID20133920,Sem_2,61,69,54,68,87,64,45,,,,,,
SID20133932,Sem_2,77,86,57,81,64,59,55,,,,,,
SID20133955,Sem_2,57,90,61,100,40,91,55,,,,,,
SID20134007,Sem_2,49,57,42,94,73,68,64,,,,,,
SID20134016,Sem_2,56,97,89,93,84,71,99,,,,,,
SID20134062,Sem_2,66,69,93,62,21,80,61,,,,,,
SID20134063,Sem_2,57,51,94,72,54,96,,,,,,,
SID20134101,Sem_2,94,100,64,,69,68,77,,,,,,
SID20134103,Sem_2,73,97,44,89,76,65,90,,,,,,
SID20134138,Sem_2,89,82,67,81,56,60,64,,,,,,
SID20134143,Sem_2,57,79,53,61,92,51,80,,,,,,
SID20134156,Sem_2,80,54,42,44,42,58,98,,,,,,
SID20134161,Sem_2,78,88,47,63,89,96,95,,,,,,
SID20134168,Sem_2,41,100,87,79,46,83,87,,,,,,
SID20134173,Sem_2,53,83,50,46,67,43,81,,,,,,
SID20134176,Sem_2,55,49,28,83,61,92,89,,,,,,
SID20134178,Sem_2,60,72,47,61,96,51,98,,,,,,
SID20134198,Sem_2,43,67,91,63,80,56,74,,,,,,
SID20134214,Sem_2,89,68,98,,80,79,49,,,,,,
SID20134227,Sem_2,41,42,93,44,50,63,75,,,,,,
SID20134240,Sem_2,82,84,47,91,61,40,46,,,,,,
SID20134249,Sem_2,75,54,60,70,77,69,21,,,,,,
SID20134260,Sem_2,93,57,55,84,86,64,52,,,,,,
SID20134273,Sem_2,57,40,51,54,85,72,91,,,,,,
SID20134275,Sem_2,21,44,73,72,99,58,50,,,,,,
SID20134333,Sem_2,75,68,,82,91,97,68,,,,,,
SID20134351,Sem_2,79,26,48,55,80,82,48,,,,,,
SID20134363,Sem_2,42,100,88,81,76,89,48,,,,,,
SID20134382,Sem_2,60,47,85,65,75,40,86,,,,,,
SID20134384,Sem_2,65,77,,54,45,62,,,,,,,
SID20134409,Sem_2,80,63,80,68,71,53,49,,,,,,
SID20134421,Sem_2,,44,87,98,93,70,77,,,,,,
SID20134424,Sem_2,45,90,67,87,66,99,93,,,,,,
SID20134428,Sem_2,41,71,50,97,42,97,47,,,,,,
SID20134445,Sem_2,77,58,65,46,47,61,61,,,,,,
SID20134454,Sem_2,,84,93,87,69,47,72,,,,,,
SID20134476,Sem_2,93,41,73,59,53,65,75,,,,,,
SID20134484,Sem_2,75,96,51,89,78,58,44,,,,,,
SID20134491,Sem_2,83,89,,82,80,95,93,,,,,,
SID20134504,Sem_2,86,57,53,77,97,85,71,,,,,,
SID20134538,Sem_2,80,88,40,85,64,80,,,,,,,
SID20134541,Sem_2,52,92,76,,87,81,46,,,,,,
SID20134563,Sem_2,45,40,51,100,29,43,52,,,,,,
SID20134581,Sem_2,40,58,60,71,66,100,52,,,,,,
SID20134601,Sem_2,53,79,63,55,86,93,69,,,,,,
SID20134602,Sem_2,54,56,98,50,95,97,40,,,,,,
SID20134607,Sem_2,49,40,62,63,54,68,25,,,,,,
SID20134637,Sem_2,75,52,95,21,43,73,66,,,,,,
SID20134645,Sem_2,56,44,96,69,93,89,40,,,,,,
SID20134659,Sem_2,45,64,74,64,91,54,66,,,,,,
SID20134683,Sem_2,82,99,97,50,56,61,97,,,,,,
SID20134703,Sem_2,54,72,72,72,43,64,81,,,,,,
SID20134704,Sem_2,96,82,28,96,92,81,60,,,,,,
SID20134723,Sem_2,86,86,61,89,78,72,51,,,,,,
SID20134757,Sem_2,40,79,87,48,43,51,92,,,,,,
SID20134761,Sem_2,100,74,92,78,42,86,97,,,,,,
SID20134792,Sem_2,55,90,48,41,49,89,55,,,,,,
SID20134805,Sem_2,82,85,78,87,69,88,73,,,,,,
SID20134816,Sem_2,72,80,78,67,52,87,70,,,,,,
SID20134820,Sem_2,67,64,92,59,41,92,71,,,,,,
SID20134828,Sem_2,42,97,84,75,72,43,100,,,,,,
SID20134829,Sem_2,44,48,68,100,82,94,96,,,,,,
SID20134830,Sem_2,79,65,,67,58,65,67,,,,,,
SID20134852,Sem_2,66,62,55,99,83,98,51,,,,,,
SID20134870,Sem_2,55,47,46,77,62,95,79,,,,,,
SID20134889,Sem_2,93,62,87,97,74,67,76,,,,,,
SID20134891,Sem_2,41,61,82,85,65,44,96,,,,,,
SID20134894,Sem_2,79,55,70,91,43,,90,,,,,,
SID20134899,Sem_2,90,73,83,71,41,44,71,,,,,,
SID20134900,Sem_2,62,40,55,65,57,85,73,,,,,,
SID20134904,Sem_2,76,88,72,49,41,60,80,,,,,,
SID20134923,Sem_2,96,73,85,82,63,70,58,,,,,,
SID20134974,Sem_2,45,57,88,89,50,66,25,,,,,,
SID20134979,Sem_2,73,60,52,83,67,52,66,,,,,,
SID20134991,Sem_2,78,82,47,73,60,59,76,,,,,,
SID20135002,Sem_2,42,42,68,94,89,51,59,,,,,,
SID20135020,Sem_2,90,51,58,54,45,57,51,,,,,,
SID20135023,Sem_2,71,78,,63,48,60,52,,,,,,
SID20135072,Sem_2,50,63,,92,86,96,59,,,,,,
SID20135073,Sem_2,99,77,64,56,45,90,92,,,,,,
SID20135090,Sem_2,40,57,43,63,92,63,55,,,,,,
SID20135098,Sem_2,94,21,90,98,82,78,52,,,,,,
SID20135100,Sem_2,76,70,73,52,47,50,89,,,,,,
SID20135122,Sem_2,56,97,44,98,63,81,78,,,,,,
SID20135142,Sem_2,53,83,90,41,43,77,100,,,,,,
SID20135146,Sem_2,41,97,59,72,63,72,99,,,,,,
SID20135153,Sem_2,57,42,19,48,41,40,86,,,,,,
SID20135154,Sem_2,64,91,53,89,59,88,64,,,,,,
SID20135166,Sem_2,,80,94,22,50,52,42,,,,,,
SID20135169,Sem_2,66,87,83,,91,82,51,,,,,,
SID20135178,Sem_2,59,95,,51,49,76,85,,,,,,
SID20135211,Sem_2,54,,64,92,65,,43,,,,,,
SID20135226,Sem_2,49,91,74,72,51,91,60,,,,,,
SID20135261,Sem_2,85,40,56,91,54,71,57,,,,,,
SID20135280,Sem_2,88,61,49,56,55,59,72,,,,,,
SID20135282,Sem_2,89,41,55,54,92,41,47,,,,,,
SID20135291,Sem_2,48,99,80,58,92,82,41,,,,,,
SID20135297,Sem_2,97,97,53,84,77,45,61,,,,,,
SID20135298,Sem_2,79,64,63,85,66,44,59,,,,,,
SID20135307,Sem_2,75,47,62,51,79,68,49,,,,,,
SID20135312,Sem_2,82,44,58,97,53,40,80,,,,,,
SID20135331,Sem_2,63,53,83,64,55,86,92,,,,,,
SID20135339,Sem_2,73,54,68,67,68,78,97,,,,,,
SID20135364,Sem_2,54,70,55,91,51,88,86,,,,,,
SID20135373,Sem_2,62,48,50,74,48,79,61,,,,,,
SID20135377,Sem_2,54,52,43,67,50,45,,,,,,,
SID20135382,Sem_2,44,52,52,55,21,61,47,,,,,,
SID20135405,Sem_2,98,69,73,42,75,90,98,,,,,,
SID20135406,Sem_2,40,71,90,61,88,41,93,,,,,,
SID20135426,Sem_2,75,59,82,93,57,53,89,,,,,,
SID20135446,Sem_2,45,77,90,63,97,66,74,,,,,,
SID20135449,Sem_2,43,62,83,42,53,60,71,,,,,,
SID20135456,Sem_2,42,91,52,78,56,60,53,,,,,,
SID20135459,Sem_2,99,47,85,43,73,62,54,,,,,,
SID20135469,Sem_2,25,84,99,81,85,22,84,,,,,,
SID20135484,Sem_2,51,26,43,41,45,53,73,,,,,,
SID20135512,Sem_2,78,79,53,,51,74,63,,,,,,
SID20135545,Sem_2,46,76,85,99,99,84,89,,,,,,
SID20135559,Sem_2,76,61,79,60,53,89,66,,,,,,
SID20135569,Sem_2,44,51,68,87,49,100,95,,,,,,
SID20135571,Sem_2,97,66,86,61,71,,70,,,,,,
SID20135573,Sem_2,70,98,63,53,73,64,98,,,,,,
SID20135623,Sem_2,65,93,50,79,88,56,77,,,,,,
SID20135638,Sem_2,51,61,86,45,62,56,76,,,,,,
SID20135654,Sem_2,90,94,89,64,72,87,77,,,,,,
SID20135657,Sem_2,82,86,97,61,96,77,49,,,,,,
SID20135661,Sem_2,98,62,72,89,97,70,83,,,,,,
SID20135672,Sem_2,98,43,75,91,90,40,47,,,,,,
SID20135675,Sem_2,83,98,51,85,98,57,82,,,,,,
SID20135678,Sem_2,86,60,88,51,56,77,62,,,,,,
SID20135684,Sem_2,76,46,66,76,53,70,79,,,,,,
SID20135687,Sem_2,80,51,55,79,87,46,64,,,,,,
SID20135700,Sem_2,65,68,75,56,83,67,48,,,,,,
SID20135707,Sem_2,99,81,84,57,91,76,63,,,,,,
SID20135717,Sem_2,53,40,87,68,64,62,63,,,,,,
SID20135731,Sem_2,59,69,69,59,83,58,90,,,,,,
SID20135775,Sem_2,69,63,49,53,70,66,44,,,,,,
SID20135785,Sem_2,68,55,95,62,63,98,60,,,,,,
SID20135789,Sem_2,83,73,42,71,65,,82,,,,,,
SID20135792,Sem_2,45,71,44,78,63,70,67,,,,,,
SID20135793,Sem_2,83,26,90,68,61,65,46,,,,,,
SID20135820,Sem_2,79,82,67,54,46,51,47,,,,,,
SID20135822,Sem_2,59,48,97,71,42,58,42,,,,,,
SID20135859,Sem_2,43,22,49,100,59,45,56,,,,,,
SID20135870,Sem_2,77,82,92,55,85,95,46,,,,,,
SID20135873,Sem_2,72,73,69,91,54,91,46,,,,,,
SID20135890,Sem_2,42,,75,72,99,47,41,,,,,,
SID20135897,Sem_2,68,65,81,49,65,50,99,,,,,,
SID20135905,Sem_2,55,75,76,74,67,52,93,,,,,,
SID20135919,Sem_2,65,52,63,97,22,24,57,,,,,,
SID20135936,Sem_2,61,51,68,94,85,45,93,,,,,,
SID20135945,Sem_2,96,63,65,61,83,58,97,,,,,,
SID20135953,Sem_2,74,26,91,77,57,62,70,,,,,,
SID20136006,Sem_2,78,84,86,54,53,99,85,,,,,,
SID20136013,Sem_2,75,91,40,89,74,53,93,,,,,,
SID20136021,Sem_2,100,91,91,63,47,97,90,,,,,,
SID20136023,Sem_2,68,44,41,87,54,61,67,,,,,,
SID20136032,Sem_2,45,63,81,52,58,87,77,,,,,,
SID20136041,Sem_2,78,66,100,65,76,99,,,,,,,
SID20136060,Sem_2,75,76,88,78,86,71,80,,,,,,
SID20136067,Sem_2,55,67,56,80,67,79,74,,,,,,
SID20136079,Sem_2,75,55,88,93,88,50,91,,,,,,
SID20136094,Sem_2,65,51,56,54,89,88,82,,,,,,
SID20136097,Sem_2,64,53,51,69,68,86,44,,,,,,
SID20136107,Sem_2,51,40,59,80,44,42,98,,,,,,
SID20136119,Sem_2,77,81,86,100,59,44,68,,,,,,
SID20136129,Sem_2,100,53,71,48,76,,92,,,,,,
SID20136154,Sem_2,53,62,73,56,77,50,91,,,,,,
SID20136164,Sem_2,81,47,77,81,67,100,40,,,,,,
SID20136173,Sem_2,98,95,73,82,58,97,81,,,,,,
SID20136179,Sem_2,94,91,42,46,59,82,68,,,,,,
SID20136208,Sem_2,82,68,83,55,47,54,58,,,,,,
SID20136246,Sem_2,93,45,40,54,69,84,61,,,,,,
SID20136266,Sem_2,82,85,90,52,41,99,65,,,,,,
SID20136281,Sem_2,76,93,55,77,43,73,65,,,,,,
SID20136282,Sem_2,91,97,77,64,45,84,96,,,,,,
SID20136284,Sem_2,72,43,83,54,46,64,67,,,,,,
SID20136287,Sem_2,94,48,76,98,41,41,51,,,,,,
SID20136298,Sem_2,54,55,61,79,98,42,82,,,,,,
SID20136303,Sem_2,48,65,57,60,75,93,57,,,,,,
SID20136307,Sem_2,79,70,95,62,89,52,58,,,,,,
SID20136332,Sem_2,72,52,49,94,72,63,46,,,,,,
SID20136338,Sem_2,53,92,61,90,57,79,87,,,,,,
SID20136416,Sem_2,52,51,69,88,68,45,45,,,,,,
SID20136421,Sem_2,44,52,99,79,50,85,76,,,,,,
SID20136447,Sem_2,73,55,61,49,64,68,71,,,,,,
SID20136462,Sem_2,52,56,96,86,47,54,81,,,,,,
SID20136475,Sem_2,93,,70,50,60,61,64,,,,,,
SID20136513,Sem_2,44,56,50,50,95,66,85,,,,,,
SID20136527,Sem_2,43,67,88,88,40,60,97,,,,,,
SID20136563,Sem_2,69,92,85,54,82,78,55,,,,,,
SID20136572,Sem_2,81,49,92,49,95,79,50,,,,,,
SID20136616,Sem_2,80,76,100,58,94,41,64,,,,,,
SID20136620,Sem_2,44,72,79,88,53,63,58,,,,,,
SID20136637,Sem_2,91,61,22,90,49,78,42,,,,,,
SID20136638,Sem_2,56,91,84,89,47,82,82,,,,,,
SID20136649,Sem_2,85,,41,44,93,82,68,,,,,,
SID20136655,Sem_2,72,99,60,67,85,61,45,,,,,,
SID20136677,Sem_2,80,89,89,40,58,79,42,,,,,,
SID20136695,Sem_2,95,89,84,84,98,48,90,,,,,,
SID20136701,Sem_2,73,58,82,66,22,90,98,,,,,,
SID20136705,Sem_2,56,87,61,81,48,49,88,,,,,,
SID20136724,Sem_2,45,64,96,72,81,72,85,,,,,,
SID20136751,Sem_2,89,89,99,56,63,96,40,,,,,,
SID20136752,Sem_2,69,74,69,78,58,59,57,,,,,,
SID20136775,Sem_2,57,58,,,87,68,95,,,,,,
SID20136780,Sem_2,71,80,99,64,92,83,57,,,,,,
SID20136788,Sem_2,99,78,50,55,51,42,71,,,,,,
SID20136792,Sem_2,60,,68,61,40,64,83,,,,,,
SID20136794,Sem_2,60,68,56,43,62,71,97,,,,,,
SID20136796,Sem_2,63,66,41,70,87,97,44,,,,,,
SID20136798,Sem_2,71,63,73,58,60,99,43,,,,,,
SID20136800,Sem_2,65,43,41,61,71,64,49,,,,,,
SID20136812,Sem_2,66,88,91,42,72,65,68,,,,,,
SID20136814,Sem_2,73,81,90,78,100,78,68,,,,,,
SID20136833,Sem_2,99,91,,47,43,45,65,,,,,,
SID20136871,Sem_2,84,26,85,53,84,89,41,,,,,,
SID20136876,Sem_2,,56,92,72,55,78,89,,,,,,
SID20136912,Sem_2,97,94,88,65,78,92,77,,,,,,
SID20136916,Sem_2,94,61,60,45,95,84,56,,,,,,
SID20136918,Sem_2,55,62,94,74,75,61,98,,,,,,
SID20136940,Sem_2,60,86,59,44,100,78,76,,,,,,
SID20136943,Sem_2,,72,48,100,91,99,66,,,,,,
SID20136967,Sem_2,79,47,54,89,23,95,86,,,,,,
SID20137002,Sem_2,85,60,69,62,65,54,70,,,,,,
SID20137021,Sem_2,76,44,45,66,60,82,27,,,,,,
SID20137026,Sem_2,92,92,75,91,49,76,100,,,,,,
SID20137027,Sem_2,66,95,75,81,98,,92,,,,,,
SID20137032,Sem_2,54,96,40,84,61,62,83,,,,,,
SID20137042,Sem_2,86,95,98,88,59,20,92,,,,,,
